text,ref,translated,source_zip_file,similarity_score,language_pair,source_lang,target_lang,model,file_path,similarity_score_pct,Unnamed: 2,Unnamed: 3
"Saa mansini yi mu no, nnipa (47.0%) na wɔdi ohia buruburoo.","in this district, 47.0% of the total population live in extreme poverty.","In this district, 47.0% of the people are in extreme poverty.",run_1,0.984375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,98.4375,,
"Di nnuane pa; Sɛdeɛ nipadua no hia nnuane a ahoɔdennuro wɔ mu ansa na atumi ayɛ adwuma yie no, saa ara na adwene no nso hia nnuane a ahoɔden wɔ mu.","Eat good food; Just as the body needs nutritious foods to function properly, so the mind needs nutritious foods.","Eat well; Just as the body needs food containing nutrients to function properly, so also the mind needs food that provides energy.",run_1,0.92724609375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,92.724609375,,
"Ɛno nti, Nkrumah firi akwantuom baa Abibirem no, ɔkɔbɔɔ ne ho adwaa wɔ Guinea a wantumi amma Ghana bio kɔpem sɛ kokoram kum no wɔ Bucharest wɔ 1972 mu.","As a result, when Nkrumah returned from his trip to Africa, he settled in Guinea and was unable to return to Ghana until he died of cancer in Bucharest.","Therefore, when Nkrumah returned from his journey to Africa, he sought asylum in Guinea and could not return to Ghana again until cancer killed him in Bucharest in 1972.",run_1,0.92626953125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,92.626953125,,
"Nsonsonoeɛ a ɛda abusua din ne edin ahodoɔ a aka no nyinaa mu ne sɛ, abusua din nko ara ne edin a wɔhyɛda de ma abɔfra bi.","The difference between a family name and all the other names is that, family name is the only name specifically given to a child.",The difference between a family name and all other names is that the family name is the only name intentionally given to a child.,run_1,0.9853515625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,98.53515625,,
"Yei nti, wɔrebɔ mmarahyɛbadwafoɔ yi aba so sɛ wɔatumi de akokoɔduro ayɛ biribi a ɛte saa.",The public applauded the Parliamentarians for their courage and boldness in taking necessary steps to address the financial challenges facing the country.,"Therefore, these parliamentarians are being urged to step up so that they can courageously do something like that.",run_1,0.62109375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,62.109375,,
"Deɛ adesua yi aboa yɛn ama yɛabɛhunu nyinaa ne sɛ, awia nna nyɛ berɛ sɛeɛ anaa biribi a ɛnyɛ sɛdeɛ nnipa binom susu no.",All that this study has helped us to notice is that daytime sleep is not a waste of time or something that some people think it is.,What this study has helped us to realize is that afternoon naps are not a waste of time or something that is not as some people think.,run_1,0.8134765625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,81.34765625,,
"Saa mmoawa yi tumi ba mmaa ne mmarima nyinaa mu, na ԑtumi de nyarewa binom te sԑ ᴐbaa agyapadeԑ ano kokoram, ᴐbaa agyapadeԑ no mu ankasa kokoram, ᴐbarima barima mu kokoram, agyanan kwan mu kokoram, kᴐkᴐbo ho kokoram ne menem kokoram brԑ nnipa.","These bacteria can occur in both men and women, and can cause certain diseases such as cervical cancer, cervical cancer, penile cancer, rectal cancer, laryngeal cancer and oral cancer.","These organisms can affect both women and men, and can cause certain diseases such as cervical cancer, uterine cancer, penile cancer, anal cancer, throat cancer, and oral cancer in people.",run_1,0.88037109375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,88.037109375,,
"Yɛka sɛ Resose mogya mu nhwehwɛmu a, na yɛrepɛ akyerɛ sɛn koraa?","When we say rhesus blood test, what do we mean?","When we talk about Resose blood research, what exactly are we trying to convey?",run_1,0.53271484375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,53.271484375,,
"Ɛnyɛ deɛ yɛabobɔ so yi nko ara na ɛyɛ adwenemuhaw ho nsɛnkyerɛnneɛ, pii ka ho.",What we have discussed are not the only signs of mental illness but there are other ones as well.,It's not only what we have listed here that are signs of mental distress; many more are included.,run_1,0.76123046875,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,76.123046875,,
"Dɔmkuo Kɛseɛ no redwene ho mpo dada sɛ wɔbɛtwe Mmarahyɛbadwam Kasamafo, Alban Bagbin de no akɔpue asɛnnibea kɛseɛ no anim wɔ Dome Kwabenya mmarahyɛbadwani no asɛnnie no ho.","The Grand Jury is already even considering dragging the Speaker of Parliament, Alban Bagbin to appear before the high court over the trial of Dome Kwabenya senator","The Majority Group is already contemplating summoning the Speaker of Parliament, Alban Bagbin, to appear before the Supreme Court concerning the case of the Dome Kwabenya MP.",run_1,0.72509765625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,72.509765625,,
Ebinom nso tumi te nka sɛ wɔn akoma bɔ ntɛntɛm so.,Others may feel their heart beating faster.,Some can also feel their heart beating fast.,run_1,0.7841796875,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,78.41796875,,
"Sɛ wɔdua mako na ɛhyɛ aseɛ bere a, ne nyinaa mmere mmom, nanso bere pa mu no deɛ ɛtwa toɔ koraa no nso bere.","Peppers on the same plant ripen at various times; however, in time, even the last pepper on the plant will be ripe.","When pepper is planted and it begins, it's not all about time; but in due time, even what finishes last is also time.",run_1,0.65380859375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,65.380859375,,
"Ԑsiane saa nnepa a ԑwᴐ mu no nti, ԑbᴐ adwene no ho ban firi adwene mu nyarewa ho, na ԑsane boa ma mframa pa nso kᴐ adwene no mu.","Due its health benefits, it protects the brain from some mental infections and also help the brain to receive enough oxygen.","Due to the beneficial substances within it, it protects the brain from mental illnesses, and it also helps good air enter the brain.",run_1,0.9033203125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,90.33203125,,
Yɛgu so ara rehwɛ mogya mu nhwehwɛmu ahodoɔ a ɛsɛ sɛ ɔbaa ne ɔbarima bi yɛ ansa na wɔatu awadeɛ ho anammɔn.,We are still on the different blood test in which every boy or girl should perform before planning to get married.,We are still reviewing the various blood tests that a man and a woman should undergo before taking the step of marriage.,run_1,0.74365234375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,74.365234375,,
"Ɛba no saa a, ɛmma akoma no mmɔ ntɛntɛm so nkyɛn sɛdeɛ ɛsɛ sɛ ɛbɔ no, ɛte ahoɔden a akoma no de bɔ mogya no so, na ɛkyikyi nsuo ahodoɔ bi nso a ne nyinaa ka bɔ mu ma akoma no ahoɔden.","In that case, it prevents the heart from beating rapidly under pressure beyond normal, and it makes the heart pump blood under low energy. It also releases some liquid in the body that are good for a healthy heart.","If this occurs, it prevents the heart from beating faster than it should, it reduces the force with which the heart pumps blood, and it also removes certain fluids that all combine to strengthen the heart.",run_1,0.79052734375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,79.052734375,,
"Ɛgyina hɔ ma sika, ɔdehyeɛ, pɛyɛ ne tumi.","Its stands for money, loyalty, equality and power.","It stands for money, nobility, equality, and power.",run_1,0.90185546875,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,90.185546875,,
"Ԑnam ahodoᴐ mmienu na ԑkata saa akwan yi ani, a wᴐn din ne Squamous ne Glandular nam.","There are two types of tissue covering the surface of these channels, namely Squamous and Glandular tissue.","Two types of tissue cover these passages, whose names are Squamous and Glandular tissue.",run_1,0.8212890625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,82.12890625,,
"Sɛ yɛhwɛ berɛ a Tuchel baa kuo yi mu wↄ Ↄpɛpↄn, 26, 2021 mu no a ↄne kuo yi akↄ akansie bebree.","Looking at when Tuchel came to the team in January 26, 2021, he has led the team to several league.","Since Tuchel joined this club on January 26, 2021, he and the club have participated in many competitions.",run_1,0.85400390625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,85.400390625,,
"Nnipa binom taa de mako noa wɔn nnuane sɛdeɛ ɛbɛyɛ a wɔbɛtumi ate aduane no dɛ nanso afoforɔ deɛ, sɛ mako a ɛwɔ aduane no mu nnɔɔso a, wɔntumi nni.",Some people tend to cook their food with mako so that they can taste the food but others cannot eat it if there is not enough mako in the food.,"Some people often cook their food with pepper so that they can taste the food's flavor, but others cannot eat if there isn't enough pepper in the food.",run_1,0.4560546875,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,45.60546875,,
"Yei nti, ɛmaa nnipa dodoɔ no ara kɔdii Owura J.B.Danquah amanyɔkuo no akyi 1951 mu no, wɔtoo aba maa Owura J.B.Danquah sɛ ɔnkɔka aborɔfo no mmarahyɛ badwa no ho nnyina Ghana anan mu, Nanso, 1954 ne 1956 mu no, wɔanto amma no bio.","As a result of that, a lot of people surported Mr. J.B. Danquah's political party. In 1951, Mr. J.B.Danquah was elected to the white parliament to represent Ghana. However, in 1954 and 1956, he was not elected again.","Consequently, most people followed Mr. J.B. Danquah's political party in 1951, and Mr. J.B. Danquah was voted to join the colonial legislative council to represent Ghana. However, in 1954 and 1956, he was not voted for again.",run_1,0.93408203125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,93.408203125,,
"Akanfoɔ abrabɔ, wɔn nyamesom ne wɔn amammerɛ ne amanneɛ nyinaa akyi no, adeɛ baako nso a na wɔntoto no ase koraa ne agodie.","In Akan tradition, besides their way of worship, culture, and rituals, they also place great value on their games.","Beyond the Akan people's way of life, their religion, and all their culture and traditions, one thing they also never neglected at all was games.",run_1,0.775390625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,77.5390625,,
"Ɛkyerε sε, sεdeε na nhwehwεmu binom a εdii kan baeε susuu sε na nnuaa no tumi de saa mframa yi dodo sie wᴐn mu no, εnyε saa na εteε seesei.","That is, as some earlier studies thought the trees were able to store large amounts of this gas internally, this is not the case now.","It indicates that, contrary to what some earlier research suggested about trees being able to store so much of this air, that is not the case now.",run_1,0.8505859375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,85.05859375,,
"Ↄde afotuo ne adesrɛdeɛ too Ghanafoɔ nyinaa anim sɛ, anim anim yi ara, wɔnsesa akɔnnɔ a ɛmu yɛ den a wɔwɔ de ma nneɛma a wɔkra firi aman afoforɔ soɔ no.",He advised and appealed to all Ghanaians to change their strong desire to import goods.,"He/She gave advice and made an appeal to all Ghanaians that, for the immediate future, they should not change the strong desire they have for goods imported from other countries.",run_1,0.75537109375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,75.537109375,,
"Yei nti, sɛ yɛka ahonidie a, ɛkyerɛ nneyɛɛ binom a yɛyɛ ma yɛn ho ne yɛn atenaeɛ ho te sɛdeɛ yɛde bɛbɔ yɛn ho ban afiri nyarewa bebrebe ho.","For this reason, when we talk about cleanliness, it means certain practices we do for ourselves and our environment such that we protect ourselves from many diseases.","Therefore, when we talk about hygiene, it refers to certain practices we undertake for ourselves and our environment, in order to protect ourselves from many diseases.",run_1,0.90673828125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,90.673828125,,
Wɔtumi hohoro ho we so saa ara anaasɛ wɔtumi nso de yɛ abomu anaa nkwan.,"They can be washed and eaten raw, or they can also be used to prepare food","It can be washed and eaten as is, or it can also be used to make stew or soup.",run_1,0.66259765625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,66.259765625,,
"Wɔwoo sinitwani yi wɔ Ɔsanaa bosome, da a ɛtɔ so 28 wɔ afe 1984 mu. Ɔne ne hokani Prince Odianosen Okojie wɔ mmɔfra nnan.","The film was born on the 28th of October, She and her partner Prince Odianosen Okojie have four children.","This actress was born on August 28, 1984. She and her husband Prince Odianosen Okojie have four children.",run_1,0.92919921875,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,92.919921875,,
"Nna kakra bi ntam no, nsaa to trε ba onipa no nsa ho, ne bo so, n’akyi, ne serε ho, ne nan ho ne ne nan ase nyinaa.","Within a few days, rushes spread to the person’s arms, neck, back, chest, legs and feet.","A few days later, the rash spread to the person's hands, chest, back, thighs, legs, and all over their feet.",run_1,0.6201171875,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,62.01171875,,
Nana Kwadwo Agyemang Adinkra a na ɔyɛ Gyaaman hene na ɔyɛɛ saa agyinahyɛdeɛ yinom de ɔno ankasa din too so.,"Nana Kwadwo Agyemang Adinkra, a Gyaaman chief, is credited with designing the symbols and labeling them with his name","Nana Kwadwo Agyemang Adinkra, who was the king of Gyaaman, created these symbols and named them after himself.",run_1,0.8779296875,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,87.79296875,,
"Kokoram a ɛtɔ kɔkɔbo, faako a agyanan kɔtaa no mu no nso de ayamtim ba.","Cancer of the colon, where solid waste collects, can also cause constipation.","Liver cancer, where hope seeks refuge, also brings despair.",run_1,0.306396484375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,30.6396484375,,
Mma wo werɛ mfiri sɛ wobɛkyɛ ama wo nuanom ne w'ayɔnkofoɔ ama wɔanya saa nimdeɛ yi bi.,Don't forget to share for your brethren and friends to also have this knowledge.,Don't forget to share with your siblings and friends so that they can also get some of this knowledge.,run_1,0.705078125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,70.5078125,,
Sei na ↄkaeɛ:“Yɛabara sɛ yɛde nnuane mane aman afoforↄ a atwa yɛn ho ahyia no sɛdeɛ ɛbɛyɛ a yɛbɛtumi ayere aduane ahobammↄ mu yie.,"This is what he said: "" We are banning the exportation of food to countries surrounding us in order to tightened our food preservation.","He/she said: ""We have banned sending food to other surrounding nations so that we can better address food security.""",run_1,0.80517578125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,80.517578125,,
"Yɛtumi te nka sɛ adwuma no yɛ den dodo anaasɛ ɛgye berɛ dodo nti, yɛtumi bɔ to hɔ yɛ nnwuma afoforɔ binom a yɛsusu sɛ ɛno deɛ ɛnsɛe yɛn berɛ anaasɛ yɛmmrɛ pii.","We may feel that the task is too difficult or time-consuming, so we may put them off, doing other activities that we think will save us time or effort.","We might feel that the work is too difficult or takes too much time, so we might put it aside and do other tasks which we think won't waste our time or make us too tired.",run_1,0.8515625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,85.15625,,
Afei wɔtumi kɔyɛ nkaebɔ wɔ radio ne dawubɔbea ahodoɔ so de bɔ wɔn adwuma no ho dawuro.,"Also, they make announcements on the radio and other places to advertise their products.",They can now go and make announcements on radio and various broadcasting stations to promote their work.,run_1,0.5849609375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,58.49609375,,
"Wɔhunu sɛ sɛ obi yɛ saa a, deɛ ɛka ne sɛ awerɛhoɔ ahyɛ onipa no so.","When someone is seen in this position, what it communicates is that the person is saddened.","It is understood that if someone does that, it means that sadness has overwhelmed that person.",run_1,0.70458984375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,70.458984375,,
"Akanfoɔ gye di sɛ, ɛsiane nsɛnkyerɛnne yi nti, ahonhom no ma wɔn adwuma no kɔ so ma wɔnya dwa.",The Akans believe that the spirits help their work progress because of this gesture.,"The Akan people believe that because of these signs, the spirits enable their work to progress, leading to their prosperity.",run_1,0.833984375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,83.3984375,,
Nnyetomu nhyehyɛeɛ a Mia Motley ne Ghana aban yɛeɛ berɛ a ɔbɛsraa Ↄmampanin Akufo-Addo no maa wɔnam so faa Ghana anɛɛsefoɔ bɛboro 100.,The agreement signed by Mia Motley and the Ghanaian government when Mia Motley visited President Akufo-Addo in 2019 allowed for the employment of over 100 Ghanaian nurses.,The recruitment agreement made by Mia Motley and the government of Ghana during her visit to President Akufo-Addo led to the employment of over 100 Ghanaian nurses.,run_1,0.92431640625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,92.431640625,,
"Ɛduruu baabi no, sɛ na obi rekɔgye ntoma yi bi a, ɛsiane sɛ na aborɔfo no to ma wɔn nti, na yɛn nananom ka sɛ merekɔgye 'nto-ma' a ɛkyerɛ sɛ, woreto biribi ama obi.","At some point, when someone was going to collect some of these clothes, since the whites were throwing them, our ancestors would say I am going to get 'nto-ma' which means, you are throwing something for someone","When it reached a point where someone was going to collect some of these clothes, because the Europeans were giving them out to them, our ancestors would say 'I'm going to collect 'nto-ma'', which means that something has been given to someone.",run_1,0.87353515625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,87.353515625,,
"Ԑnyԑ wei ne deԑ ԑdi kan a Dumgya Adwumakuo no rebᴐ yԑn kᴐkᴐ wᴐ wei ho, nanso yԑabu nnua agu yԑn asom wᴐ ho.","this is not the first time that the fire service unit is giving us education about this, but people have decided not to listen.","This is not the first time the Electricity Company is warning us about this, but we have turned a deaf ear to it.",run_1,0.471923828125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,47.1923828125,,
Ɔdɔ a yɛwɔ ma mmɔfra na yɛsane dwene wɔn daakye ho nti na ne boɔ da fam saa no sɛdeɛ obiara bɛtumi abɛhwɛ bi.,"Out of love for children and concern for their future, the price is so low that everyone can attend.","Due to the love we have for children and our concern for their future, its price is so low so that everyone can afford one.",run_1,0.6650390625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,66.50390625,,
Berɛ nhyehyɛeɛ yɛ biribi a anka ɛsɛ sɛ nnipa nyinaa tumi sua pa ara.,Time management is something that everyone should be able to learn very well.,Time management is something that everyone should be able to learn very well.,run_1,1.0009765625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,100.09765625,,
"Bammↄfoↄ a na wↄwↄ hↄ yeree wↄn bammↄ mu yie sɛ wↄmma nnipa nwira beaeɛ hↄ pii, nanso ankↄsi aga.",Although the security service did all their best not to let in many people but it was fruitless.,"The guards who were there tightened their security well to prevent many people from entering the area, but it didn't last long.",run_1,0.7255859375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,72.55859375,,
Nkyenedie bebree nso tumi kɔfa ba.,Too much salt intake can cause it.,A lot of salt can also bring it about.,run_1,0.8173828125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,81.73828125,,
"Nhwehwεmu kyerε sε, afe 2019 mu no, na nnipa  ᴐpepe 301 na na wᴐwᴐ ateetee ho adwene mu haw a na εmu ᴐpepe 58 yε mmᴐfra nketewa ne mmᴐfra a wᴐn ani rema soᴐ.","Research shows that in 2019, there were 301 million people with suffering mental health problems, of which 58 million were children and adolescents.","Research shows that in 2019, 301 million people suffered from anxiety disorders, of whom 58 million were young children and adolescents.",run_1,0.732421875,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,73.2421875,,
"Saa da no, na meresa nsuo na ɔfrɛɛ me sɛ menkɔfa biribi mma me nanabaa. Meduruu hɔ no, megyinaa ɛkwan no ano, ɛnna ɔkaa sɛ menwura ɛdan no mu nanso mampene.","On that faithful day, I was fetching water and he called me to pick something for my grandmother. When I got there, I stopped at the gate, he asked me in but I refused.","That day, I was fetching water when I was called to go get something for his/her granddaughter. When I arrived, I stood at the entrance, and he/she told me to enter the house, but I refused.",run_1,0.638671875,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,63.8671875,,
"Ne saa nti, sɛ wonni ahoɔden a wode bɛdɔ nsase adua nnɔbaeɛ a, wobɛtumi ahwehwɛ nyɛmmoa a yɛaka wɔn ho nsɛm yinom bi na wode afiri w'adwuma ase.","Therefore, if you do not have the strength to cultivate crops, you can look for some of these animals to start your business.","Therefore, if you don't have the strength to cultivate land and plant crops, you can look for some of these animals we have discussed and start your business with them.",run_1,0.95263671875,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,95.263671875,,
"Sԑ woreyi aninntᴐn nwi ntoasoᴐ no a, ԑtumi tete anaa bubu w’ankasa wodeԑ no so, ԑtumi sԑe deԑ ԑma enwi fifiri wᴐ aniwa no ase no.","This is because when taking off this artificial eyelashes from your eyes, it cause breakages in your natural eyelashes and can even destroy the tissue that cause hair to grow beneath your eyes.","If you remove eyelash extensions, it can tear or break your own eyelashes, and it can damage what makes eyelashes grow at the base of the eye.",run_1,0.765625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,76.5625,,
Mmire boa nipadua no pa ara ma ɛtumi yɛ adwuma yie.,Exercise helps the body to function properly.,Rest greatly helps the body to function well.,run_1,0.65771484375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,65.771484375,,
"Ɛno nti na sɛ Anlogahene redi afahyɛ a, ɔtumi to nsa frɛ Asantehene no.",That is the reason why if Anlo are celebrating their festival they can invite the Ashanti king,"That is why when the Anlogahene celebrates a festival, he can invite the Asantehene.",run_1,0.57080078125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,57.080078125,,
Mmaayewa a wɔnkɔ sukuu koraa anaa wɔnkɔ nnuru akyiri yɛ adeɛ baako a ɛde mperewanyinsɛn ba pa ara.,Girls who do not attend school at or do not further their education are one of the main causes of teen pregnancy.,Girls who do not attend school at all or do not seek medical care are a major cause of teenage pregnancy.,run_1,0.92626953125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,92.626953125,,
"Ɛnyɛ obi na wabɔ ne hokani tuo a, na ɛyɛ obi na ɔde sekan adi ne yere anaa ne kunu awu.","If it is not someone who has shot his/her partner, then it is someone who has stub his wife or her husband to death.","It's not someone who has shot their rival, but someone who has killed their spouse with a knife.",run_1,0.71728515625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,71.728515625,,
"Mfuturo binom a εfiri mfididwumabea bi nnwuma mu ba no kita nnuro bi a ano yε den a carcinogen wᴐ mu, na εbεtumi ama onipa bi anya honam ani kisikuro a ano yε den.","some dust that comes from some industries contains some harmful chemicals such as carcinogen, and it can make someone contract skin sore which is very dangerous.","Some dusts that come from the activities of some factories contain potent chemicals that include carcinogens, and they can cause a person to develop severe skin ulcers.",run_1,0.900390625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,90.0390625,,
"Nhwhwɛmu kyerɛ sɛ saa aduro yin a ɛtaa akomayadeɛ, mogyaborosoɔ, akomayadeɛ, sawa/saa mu yareɛ akyiri no, nanso wɔnya nyɛɛ nhwehwɛmu biara a ɛbɛdi ho adanseɛ.","Research suggests that this yin drug often causes heart attack, high blood pressure, heart attack, sawa/health disease later, but no studies have been done to prove it.","Studies show that this medicine is for heart disease, high blood pressure, heart disease, stroke, among other conditions, but no research has yet been done to provide evidence for it.",run_1,0.61328125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,61.328125,,
"Ebia anka nneɛma a wɔrese no sɛ ɔrentumi nyɛ no nyinaa no yɛ deɛ ɔbɛtumi ayɛ ama no aboro so mpo, nanso ɛsiane sɛ akɔba no sei na n'adwene agye atom nti no, daa ɔhunu ne ho sɛ biribiara nni hɔ a ɔbɛtumi ayɛ.","Perhaps all the things he is being told he cannot do would have been even more than he could have done for him, but because it has come to him this way and his mind has accepted it, he always finds himself with nothing he can do.","Perhaps, all the things they claim he cannot do, he could actually do and even surpass expectations, but because things have turned out this way and he has accepted it mentally, he always perceives himself as incapable of doing anything.",run_1,0.71630859375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,71.630859375,,
"Deɛ nti a ɛte saa ne sɛ, ahokyerɛ a ɛwɔ amansini binom te sɛ Suaman mu no yɛ (6.0%), Wassa Amenfi Atɔeɛ deɛ yɛ (6.9%), ɛnna Aowin nso kura ɛmu (8.9%) pɛ.","the reason is that, the poverty rate in some district like the Suaman district is just 6.0%, Wassa Amenfi West has 6.9%, and Aowin also has 8.9%.","The reason for this is that the poverty in some districts like Suaman is (6.0%), Wassa Amenfi West's is (6.9%), and Aowin also has only (8.9%).",run_1,0.96533203125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,96.533203125,,
Yεatwa nnua akεseε nyinaa ama akwaeε adane mfofoo ne asase pεsεε,"Because of deforestation, our forest has become desert and wilderness.",We have cut down all the big trees so that the forest has turned into ashes and the land is bare.,run_1,0.6025390625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,60.25390625,,
"Mmom, ɛhyɛ aseɛ firi Otumfoɔ Ɔsɛe Tutu I so ɛfiri sɛ, ne pɛn so na Ɔkɔmfo Anɔkye yii Sika dwa Kofi maa Asanteman.","It started from Otumfo Osei Tutu 1 , because it was during his era that Okomfo Anokye Commanded the Golden stool","However, it started from the reign of Otumfoɔ Osei Tutu I because it was during his time that Okomfo Anokye brought down the Golden Stool Kofi for the Asante nation.",run_1,0.8466796875,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,84.66796875,,
Onipa no brԑ wᴐ adidie ne ᴐnom ho.,The person is tired of eating and drinking.,The person is tired of eating and drinking.,run_1,1.0009765625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,100.09765625,,
"Bio nso, na mmaayewa ne mmeranteɛ nyinaa hwɛ wɔn ho so yie na ama wɔatumi akwati animguaseɛ a ɛte saa ɛno nti, tete no, na mperewanyinsɛn nnɔɔso sɛ ɛnnɛ.","Furthermore, due to the responsible behavior and self-care practices among the young ladies and gentlemen in the towns or villages, the incidence of teenage pregnancy was significantly lower compared to the present times.","Also, young women and men all take good care of themselves so they can avoid such disgrace. Because of this, in the past, abortions were not as common as they are today.",run_1,0.54638671875,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,54.638671875,,
